contigName	contigLen	totalAvgDepth	totalAvgDepth_var
ctg_1145	49630	13.8041	1.3804
ctg_1317	49949	82.0451	8.2045
ctg_2112	3483	92.704	9.2704
ctg_1765	38469	138.5375	13.8537
ctg_1767	50527	115.6101	11.561
ctg_1885	5187	17.5686	1.7569
ctg_2126	10773	106.7804	10.678
ctg_721	18968	31.837	3.1837
ctg_1474	50043	7.6723	0.7672
ctg_307	50170	82.5158	8.2516
ctg_745	5250	138.202	13.8202
ctg_826	5019	133.8104	13.381
ctg_2077	54503	39.5683	3.9568
ctg_1875	5942	20.9721	2.0972
ctg_912	4389	54.4201	5.442
ctg_270	52799	79.3166	7.9317
ctg_1972	9642	18.6378	1.8638
ctg_24	46985	79.4161	7.9416
ctg_2084	48192	74.8494	7.4849
ctg_526	5560	57.6953	5.7695
ctg_2085	45367	62.7362	6.2736
ctg_663	30402	57.8903	5.789
ctg_1335	53906	79.6323	7.9632
ctg_2044	50391	36.8753	3.6875
ctg_1607	7054	25.9221	2.5922
ctg_1705	5148	96.6271	9.6627
ctg_1511	5789	141.1248	14.1125
ctg_2081	55975	35.0053	3.5005
ctg_1566	2377	24.7991	2.4799
ctg_1070	18343	122.3021	12.2302
ctg_1840	6903	19.7687	1.9769
ctg_827	5372	135.7681	13.5768
ctg_809	6126	128.2414	12.8241
ctg_251	46259	77.0399	7.704
ctg_792	13575	137.0106	13.7011
ctg_647	5084	55.1991	5.5199
ctg_805	6306	153.8798	15.388
ctg_1922	3231	75.9743	7.5974
ctg_992	19526	117.2141	11.7214
ctg_1118	51942	12.2355	1.2236
ctg_968	21029	103.4758	10.3476
ctg_2135	4408	96.2201	9.622
ctg_2086	54136	79.4511	7.9451
ctg_1827	5800	18.1959	1.8196
ctg_1385	52724	64.3995	6.4399
ctg_1391	63238	74.9481	7.4948
ctg_42	48483	66.2746	6.6275
ctg_1248	5794	22.4854	2.2485
ctg_1819	5130	17.545	1.7545
ctg_1306	53383	45.779	4.5779
ctg_1866	5603	18.3537	1.8354
ctg_1341	47725	83.2622	8.3262
ctg_537	18631	51.9498	5.195
ctg_1224	5061	25.7008	2.5701
ctg_1123	51610	18.2433	1.8243
ctg_1676	12456	96.4971	9.6497
ctg_989	12618	128.2112	12.8211
ctg_1641	2245	23.4379	2.3438
ctg_1709	41768	6.844	0.6844
ctg_1908	2529	84.7907	8.4791
ctg_422	6313	48.3557	4.8356
ctg_449	6856	65.9698	6.597
ctg_636	17941	50.9413	5.0941
ctg_442	5634	58.7511	5.8751
ctg_1324	48701	79.7003	7.97
ctg_140	47914	30.2382	3.0238
ctg_340	58322	95.8734	9.5873
ctg_1373	50032	84.8305	8.4831
ctg_1683	5959	57.2832	5.7283
ctg_92	7000	132.9829	13.2983
ctg_418	9126	57.1225	5.7123
ctg_1165	5196	160.9921	16.0992
ctg_1177	48676	81.117	8.1117
ctg_1330	50469	74.8284	7.4828
ctg_512	17476	58.9902	5.899
ctg_164	55928	30.819	3.0819
ctg_457	9442	60.8576	6.0858
ctg_515	15227	58.9722	5.8972
ctg_1140	43805	13.7223	1.3722
ctg_853	6545	115.6444	11.5644
ctg_19	50424	66.9205	6.692
ctg_1668	6312	25.992	2.5992
ctg_1336	58261	91.4408	9.1441
ctg_811	6585	147.6128	14.7613
ctg_2255	53829	113.5304	11.353
ctg_730	5211	132.3425	13.2342
ctg_645	8298	48.9259	4.8926
ctg_611	5142	60.1752	6.0175
ctg_1371	52687	74.0245	7.4025
ctg_207	48755	103.8622	10.3862
ctg_1870	8224	18.4208	1.8421
ctg_131	53399	35.2776	3.5278
ctg_952	7431	41.4365	4.1436
ctg_2149	5022	96.5242	9.6524
ctg_1973	5931	21.3258	2.1326
ctg_1142	52084	13.9375	1.3938
ctg_183	47742	113.9733	11.3973
ctg_1157	49470	141.1466	14.1147
ctg_1549	6023	16.8563	1.6856
ctg_423	5299	60.548	6.0548
ctg_1488	6041	100.2822	10.0282
ctg_2148	5703	81.0844	8.1084
ctg_1316	47436	76.8842	7.6884
ctg_1896	2339	90.6037	9.0604
ctg_2260	44519	119.8226	11.9823
ctg_614	5371	62.1335	6.2134
ctg_757	8745	119.6786	11.9679
ctg_309	56709	79.6828	7.9683
ctg_187	52363	109.5003	10.95
ctg_951	5378	48.016	4.8016
ctg_1907	2596	88.34	8.834
ctg_619	12089	55.2724	5.5272
ctg_381	42723	100.3512	10.0351
ctg_1227	6548	21.499	2.1499
ctg_149	59311	34.203	3.4203
ctg_1399	39767	83.1777	8.3178
ctg_41	45416	71.0265	7.1026
ctg_858	3110	145.6642	14.5664
ctg_234	44901	81.7909	8.1791
ctg_1645	6627	22.6116	2.2612
ctg_1594	8838	23.948	2.3948
ctg_990	17599	103.2075	10.3207
ctg_1806	5968	21.8726	2.1873
ctg_1442	11755	8.2935	0.8294
ctg_1460	3837	6.9599	0.696
ctg_277	55274	86.5874	8.6587
ctg_2177	5806	106.592	10.6592
ctg_286	51200	82.8528	8.2853
ctg_202	49157	102.9795	10.2979
ctg_772	6473	148.2345	14.8234
ctg_1610	2294	26.9663	2.6966
ctg_1339	46073	87.4818	8.7482
ctg_1895	3672	84.9316	8.4932
ctg_1989	17983	24.6192	2.4619
ctg_1000	3874	15.1813	1.5181
ctg_1496	6480	138.1811	13.8181
ctg_1106	5157	137.5122	13.7512
ctg_1889	4453	89.6086	8.9609
ctg_2289	5366	108.9518	10.8952
ctg_20	41226	71.2196	7.122
ctg_346	47220	66.6287	6.6629
ctg_2059	44411	36.9902	3.699
ctg_1621	4158	27.2825	2.7283
ctg_1238	6096	23.1923	2.3192
ctg_2238	52482	110.7689	11.0769
ctg_1557	3162	23.613	2.3613
ctg_649	11682	57.8115	5.7812
ctg_557	8470	47.7349	4.7735
ctg_1458	12190	9.5527	0.9553
ctg_1437	6711	6.9189	0.6919
ctg_737	8392	140.6752	14.0675
ctg_441	6804	55.7988	5.5799
ctg_1694	10226	86.1014	8.6101
ctg_711	32422	32.2532	3.2253
ctg_104	45041	29.7832	2.9783
ctg_201	51997	91.1618	9.1162
ctg_856	40447	119.6343	11.9634
ctg_1242	6737	21.558	2.1558
ctg_1489	5523	125.8334	12.5833
ctg_881	24197	16.0611	1.6061
ctg_558	14280	58.5616	5.8562
ctg_53	52284	60.6993	6.0699
ctg_1787	48853	97.1407	9.7141
ctg_211	45955	98.0082	9.8008
ctg_2198	6180	80.1808	8.0181
ctg_1751	57352	112.6013	11.2601
ctg_748	7124	142.9187	14.2919
ctg_1078	7673	166.308	16.6308
ctg_1901	4256	83.486	8.3486
ctg_1842	5202	18.8502	1.885
ctg_2182	6472	94.7264	9.4726
ctg_2047	47497	32.4816	3.2482
ctg_1352	57705	88.7217	8.8722
ctg_932	14767	50.3517	5.0352
ctg_740	8155	143.8619	14.3862
ctg_1372	53120	79.4688	7.9469
ctg_2181	6822	85.6721	8.5672
ctg_15	43579	71.2326	7.1233
ctg_1134	60501	15.3989	1.5399
ctg_2159	4607	115.694	11.5694
ctg_2006	52607	130.5651	13.0565
ctg_1639	2678	25.3329	2.5333
ctg_435	8564	64.4107	6.4411
ctg_1503	6377	149.4191	14.9419
ctg_1323	48485	85.2831	8.5283
ctg_1933	3301	68.9376	6.8938
ctg_390	6103	62.9991	6.2999
ctg_925	53490	42.341	4.2341
ctg_1524	5379	26.6075	2.6607
ctg_458	9123	55.1566	5.5157
ctg_1423	11216	67.4593	6.7459
ctg_368	49092	84.3867	8.4387
ctg_733	8435	145.5454	14.5545
ctg_725	29410	25.9286	2.5929
ctg_194	49788	103.7324	10.3732
ctg_47	46941	60.7656	6.0766
ctg_510	6281	59.0318	5.9032
ctg_804	7150	120.0468	12.0047
ctg_398	7181	58.7075	5.8707
ctg_1152	36370	172.3336	17.2334
ctg_1452	7007	8.4387	0.8439
ctg_1890	2197	88.24	8.824
ctg_210	54568	114.8587	11.4859
ctg_238	52183	83.6816	8.3682
ctg_413	20701	65.7836	6.5784
ctg_1484	6542	118.2787	11.8279
ctg_1665	2283	24.0217	2.4022
ctg_142	45842	31.6873	3.1687
ctg_1451	3990	7.6314	0.7631
ctg_823	7895	162.7015	16.2702
ctg_835	7249	104.3705	10.437
ctg_727	50962	161.0797	16.108
ctg_1027	5179	11.6709	1.1671
ctg_722	35085	26.6413	2.6641
ctg_1492	5769	82.5688	8.2569
ctg_254	52015	96.235	9.6235
ctg_2090	7973	109.6901	10.969
ctg_1904	2917	84.3343	8.4334
ctg_880	56446	15.8204	1.582
ctg_48	50028	69.5272	6.9527
ctg_1088	4287	144.0423	14.4042
ctg_589	8635	66.8396	6.684
ctg_425	6703	56.4076	5.6408
ctg_1521	6392	135.2597	13.526
ctg_1514	5465	114.25	11.425
ctg_1358	43453	83.706	8.3706
ctg_1583	3130	23.5971	2.3597
ctg_222	48007	94.7634	9.4763
ctg_1585	3934	24.9587	2.4959
ctg_1209	7451	23.6166	2.3617
ctg_1400	46795	65.5809	6.5581
ctg_1215	7233	18.7911	1.8791
ctg_2232	51725	114.2819	11.4282
ctg_143	61586	29.8628	2.9863
ctg_608	15080	58.9871	5.8987
ctg_200	53304	117.6403	11.764
ctg_1473	4744	7.9104	0.791
ctg_1377	51040	74.4014	7.4401
ctg_2190	20466	68.1801	6.818
ctg_1262	5201	20.2851	2.0285
ctg_947	2599	48.8129	4.8813
ctg_786	8211	160.9907	16.0991
ctg_1544	10878	25.4673	2.5467
ctg_2184	2356	105.8488	10.5849
ctg_1771	51914	116.0383	11.6038
ctg_414	10259	57.6121	5.7612
ctg_249	46727	73.2531	7.3253
ctg_487	27816	66.9476	6.6948
ctg_975	14193	101.8632	10.1863
ctg_677	16490	25.4679	2.5468
ctg_1713	47152	7.181	0.7181
ctg_799	5919	166.6605	16.666
ctg_184	46237	112.3017	11.2302
ctg_785	6129	141.8717	14.1872
ctg_2040	66470	50.5081	5.0508
ctg_2031	32403	148.0018	14.8002
ctg_1029	3689	13.9423	1.3942
ctg_1529	4018	27.9104	2.791
ctg_2139	2304	101.4823	10.1482
ctg_1943	4773	81.601	8.1601
ctg_1710	54690	6.5877	0.6588
ctg_1741	55947	116.7152	11.6715
ctg_1604	4091	21.1595	2.1159
ctg_1228	5225	21.4112	2.1411
ctg_1502	10584	130.5278	13.0528
ctg_1679	5348	87.5328	8.7533
ctg_1382	50732	80.4367	8.0437
ctg_1319	59025	74.8958	7.4896
ctg_1931	6583	83.7589	8.3759
ctg_1774	55632	114.3792	11.4379
ctg_1571	4497	23.1246	2.3125
ctg_1928	2769	88.0763	8.8076
ctg_384	48732	81.5665	8.1566
ctg_1526	2124	26.5303	2.653
ctg_833	22007	126.9769	12.6977
ctg_287	52477	90.4518	9.0452
ctg_1075	8744	164.8401	16.484
ctg_2051	49287	35.9543	3.5954
ctg_297	49884	105.2239	10.5224
ctg_1597	3279	24.4412	2.4441
ctg_1570	8914	22.6866	2.2687
ctg_1952	8267	90.099	9.0099
ctg_1520	5323	101.9499	10.195
ctg_36	47941	56.0158	5.6016
ctg_2114	2929	101.142	10.1142
ctg_728	52338	126.7207	12.6721
ctg_1058	45600	93.1576	9.3158
ctg_1629	4150	22.7944	2.2794
ctg_296	57396	83.8714	8.3871
ctg_1396	50848	61.9096	6.191
ctg_2116	2443	87.1646	8.7165
ctg_533	20224	56.7781	5.6778
ctg_196	52270	100.5987	10.0599
ctg_1365	56481	66.217	6.6217
ctg_670	5667	53.0418	5.3042
ctg_2036	49086	19.4093	1.9409
ctg_981	10363	125.3317	12.5332
ctg_1504	6737	129.0825	12.9082
ctg_1439	10502	6.8973	0.6897
ctg_165	44712	33.5374	3.3537
ctg_1918	2190	86.0585	8.6059
ctg_2007	48207	125.6805	12.5681
ctg_407	6670	56.6045	5.6604
ctg_1847	6368	20.6456	2.0646
ctg_155	49362	28.6618	2.8662
ctg_1103	3103	149.2465	14.9246
ctg_1891	19679	84.2448	8.4245
ctg_54	46595	53.6183	5.3618
ctg_1785	53777	132.2238	13.2224
ctg_1113	57903	15.8185	1.5819
ctg_132	56763	32.1341	3.2134
ctg_2125	13910	107.1871	10.7187
ctg_1790	7842	100.3346	10.0335
ctg_357	54079	86.5418	8.6542
ctg_1980	11081	19.2115	1.9211
ctg_1266	10584	19.9143	1.9914
ctg_253	46721	89.0277	8.9028
ctg_668	14256	50.723	5.0723
ctg_552	12214	60.7281	6.0728
ctg_2042	58728	55.3886	5.5389
ctg_66	51762	69.4558	6.9456
ctg_32	51792	70.7785	7.0779
ctg_1141	55490	15.7414	1.5741
ctg_1428	45769	61.5942	6.1594
ctg_662	6861	53.3697	5.337
ctg_810	6101	132.8319	13.2832
ctg_1476	17912	7.4911	0.7491
ctg_64	42162	65.9234	6.5923
ctg_267	51404	94.3498	9.435
ctg_278	47991	92.7587	9.2759
ctg_1857	7108	17.9926	1.7993
ctg_793	9681	145.0026	14.5003
ctg_393	5205	38.2431	3.8243
ctg_877	46924	5.0482	0.5048
ctg_1924	2269	69.91	6.991
ctg_2279	5164	129.3908	12.9391
ctg_2131	4771	114.3709	11.4371
ctg_594	16644	58.6302	5.863
ctg_695	11028	30.907	3.0907
ctg_696	14125	29.1794	2.9179
ctg_1664	3619	24.54	2.454
ctg_2008	46790	144.1365	14.4136
ctg_618	6217	54.4334	5.4433
ctg_1991	16910	20.5495	2.055
ctg_13	45953	62.3675	6.2368
ctg_822	6396	151.9242	15.1924
ctg_255	50601	81.0271	8.1027
ctg_1443	6724	6.4846	0.6485
ctg_1057	48755	78.5144	7.8514
ctg_361	57307	100.5236	10.0524
ctg_2222	44628	108.582	10.8582
ctg_1401	56269	73.5348	7.3535
ctg_1079	4147	144.4131	14.4413
ctg_761	6182	144.7693	14.4769
ctg_1212	5519	22.9155	2.2916
ctg_1083	6379	166.9266	16.6927
ctg_1898	3187	73.8909	7.3891
ctg_439	13013	56.1801	5.618
ctg_505	6339	60.3322	6.0332
ctg_1199	5248	19.3526	1.9353
ctg_1596	4542	24.0825	2.4083
ctg_2150	3618	108.0077	10.8008
ctg_271	51628	92.7388	9.2739
ctg_1072	5200	123.8625	12.3863
ctg_353	51027	80.0857	8.0086
ctg_1996	59150	123.7765	12.3776
ctg_2049	50165	34.4481	3.4448
ctg_830	6613	139.6181	13.9618
ctg_1049	38023	83.3281	8.3328
ctg_1403	27044	82.446	8.2446
ctg_679	18544	29.6615	2.9661
ctg_2100	22160	104.5953	10.4595
ctg_440	13793	60.966	6.0966
ctg_1736	50307	91.8036	9.1804
ctg_338	57248	88.8035	8.8804
ctg_2034	47853	20.0591	2.0059
ctg_392	11742	55.4189	5.5419
ctg_2178	3006	100.7511	10.0751
ctg_1548	3049	25.4844	2.5484
ctg_862	5544	127.271	12.7271
ctg_1616	6235	24.6092	2.4609
ctg_1477	16549	7.4889	0.7489
ctg_75	54889	57.7185	5.7719
ctg_166	43064	28.7376	2.8738
ctg_198	51721	105.7907	10.5791
ctg_834	39728	123.0541	12.3054
ctg_208	49247	123.4898	12.349
ctg_2259	54386	120.4881	12.0488
ctg_1495	6557	127.7029	12.7703
ctg_1990	22734	16.7011	1.6701
ctg_1426	22563	64.7506	6.4751
ctg_1696	6678	63.8393	6.3839
ctg_1617	5533	19.7169	1.9717
ctg_500	5632	52.5587	5.2559
ctg_626	6245	63.3184	6.3318
ctg_945	6697	54.9016	5.4902
ctg_49	45091	57.6765	5.7676
ctg_209	56474	104.4052	10.4405
ctg_1393	54007	80.6064	8.0606
ctg_2199	45559	68.2368	6.8237
ctg_420	5680	70.405	7.0405
ctg_1799	5007	20.5509	2.0551
ctg_295	52330	98.1373	9.8137
ctg_595	6452	55.3585	5.5358
ctg_81	39313	58.3773	5.8377
ctg_2197	5523	70.9048	7.0905
ctg_1769	44222	122.9477	12.2948
ctg_879	43429	16.4521	1.6452
ctg_1828	5062	23.2633	2.3263
ctg_667	7501	62.0341	6.2034
ctg_2217	51392	112.7694	11.2769
ctg_1109	46999	12.9374	1.2937
ctg_773	8338	149.4148	14.9415
ctg_1599	2557	23.153	2.3153
ctg_2066	51656	37.3795	3.7379
ctg_1810	5659	19.2086	1.9209
ctg_1210	7478	21.6044	2.1604
ctg_1916	7110	75.9686	7.5969
ctg_1532	2495	28.9804	2.898
ctg_2191	20578	60.3989	6.0399
ctg_625	20283	67.7956	6.7796
ctg_1030	2165	13.6999	1.37
ctg_1166	44554	143.2704	14.327
ctg_1379	44123	84.8743	8.4874
ctg_536	10693	64.8809	6.4881
ctg_1864	5459	17.5568	1.7557
ctg_1453	2836	7.3684	0.7368
ctg_180	46808	107.929	10.7929
ctg_2283	6873	109.8769	10.9877
ctg_832	2725	136.9604	13.696
ctg_1129	54563	12.6209	1.2621
ctg_1	49166	63.163	6.3163
ctg_2064	41686	28.4401	2.844
ctg_107	48537	27.143	2.7143
ctg_545	11538	58.0594	5.8059
ctg_491	8379	39.6807	3.9681
ctg_2290	10728	109.7182	10.9718
ctg_907	27198	50.8969	5.0897
ctg_1039	5125	15.3665	1.5366
ctg_1957	2640	82.5993	8.2599
ctg_100	16453	116.1209	11.6121
ctg_1281	60457	48.0488	4.8049
ctg_1725	5790	115.106	11.5106
ctg_631	8254	61.9299	6.193
ctg_159	50515	26.991	2.6991
ctg_797	5243	151.5309	15.1531
ctg_306	47320	85.3723	8.5372
ctg_259	40707	76.6183	7.6618
ctg_1831	5775	17.6447	1.7645
ctg_920	4483	42.5277	4.2528
ctg_1272	47711	50.5056	5.0506
ctg_931	5790	50.2664	5.0266
ctg_599	8075	54.1566	5.4157
ctg_1856	5590	18.0837	1.8084
ctg_584	9085	55.1295	5.5129
ctg_1994	54602	117.8563	11.7856
ctg_110	45205	30.5619	3.0562
ctg_726	47490	117.1021	11.7102
ctg_2266	50914	77.3655	7.7366
ctg_1031	4725	15.6503	1.565
ctg_1803	5794	19.3557	1.9356
ctg_181	57196	115.2565	11.5257
ctg_150	53930	28.5224	2.8522
ctg_1691	5229	88.9833	8.8983
ctg_1186	6859	23.2665	2.3267
ctg_2219	53704	128.8171	12.8817
ctg_2205	7691	59.9816	5.9982
ctg_193	55428	106.8813	10.6881
ctg_1104	8011	121.1348	12.1135
ctg_2057	57402	46.3348	4.6335
ctg_1644	7269	28.0126	2.8013
ctg_2215	53677	89.5455	8.9546
ctg_2262	6094	103.1226	10.3123
ctg_1364	50733	76.0271	7.6027
ctg_549	6280	62.5968	6.2597
ctg_502	9451	55.7141	5.5714
ctg_460	6501	55.8957	5.5896
ctg_224	46360	107.2029	10.7203
ctg_777	8587	140.2582	14.0258
ctg_281	44903	89.267	8.9267
ctg_2277	4417	104.0708	10.4071
ctg_2158	5467	113.0017	11.3002
ctg_1836	5615	17.2159	1.7216
ctg_2021	47465	137.9381	13.7938
ctg_768	5544	142.0387	14.2039
ctg_2098	2581	97.8511	9.7851
ctg_635	12616	54.2146	5.4215
ctg_486	17899	55.5799	5.558
ctg_1216	5485	22.482	2.2482
ctg_1430	5822	73.0783	7.3078
ctg_2038	34488	19.3549	1.9355
ctg_1076	7761	139.398	13.9398
ctg_69	46701	60.2386	6.0239
ctg_2193	50075	58.1941	5.8194
ctg_1292	56110	45.6734	4.5673
ctg_1552	3133	19.1595	1.916
ctg_192	56221	120.0222	12.0022
ctg_588	16244	54.4651	5.4465
ctg_2060	50658	37.9248	3.7925
ctg_646	21615	58.6013	5.8601
ctg_1126	42393	16.258	1.6258
ctg_836	14758	120.4407	12.0441
ctg_1421	7010	52.9461	5.2946
ctg_245	52757	97.1747	9.7175
ctg_1367	45008	73.6464	7.3646
ctg_1190	11732	21.7141	2.1714
ctg_898	3186	42.1071	4.2107
ctg_33	60837	62.7845	6.2785
ctg_2268	23975	85.0192	8.5019
ctg_656	13078	48.0823	4.8082
ctg_2027	34654	132.2941	13.2294
ctg_436	12434	38.5334	3.8533
ctg_1784	44604	100.0722	10.0072
ctg_1674	15113	95.9857	9.5986
ctg_1999	57305	133.5736	13.3574
ctg_294	50797	81.847	8.1847
ctg_963	8950	99.6786	9.9679
ctg_560	8331	48.6251	4.8625
ctg_1446	13261	6.6726	0.6673
ctg_1150	39710	14.8917	1.4892
ctg_1036	2319	14.2293	1.4229
ctg_547	5242	52.5177	5.2518
ctg_652	15204	67.4022	6.7402
ctg_1481	9375	7.0247	0.7025
ctg_884	22757	11.8382	1.1838
ctg_284	42121	89.7754	8.9775
ctg_1755	50626	109.5546	10.9555
ctg_800	9701	149.1387	14.9139
ctg_942	2707	46.4106	4.6411
ctg_634	9063	63.2979	6.3298
ctg_1880	6873	20.1102	2.011
ctg_483	8060	49.7653	4.9765
ctg_1465	5035	7.7236	0.7724
ctg_2282	5342	106.7337	10.6734
ctg_1387	55013	90.8827	9.0883
ctg_5	53467	67.219	6.7219
ctg_1768	54649	109.0703	10.907
ctg_95	31127	136.6422	13.6642
ctg_38	61664	57.9849	5.7985
ctg_606	5560	56.2276	5.6228
ctg_767	8984	139.5775	13.9577
ctg_1018	6131	13.8461	1.3846
ctg_2136	4373	98.9819	9.8982
ctg_335	57470	78.7882	7.8788
ctg_801	5184	160.8321	16.0832
ctg_61	61077	62.4517	6.2452
ctg_2254	52590	140.2356	14.0236
ctg_138	53768	27.6388	2.7639
ctg_783	6016	139.9222	13.9922
ctg_369	52098	90.4501	9.045
ctg_1374	39549	74.2364	7.4236
ctg_2234	55053	115.8422	11.5842
ctg_1692	5122	75.4022	7.5402
ctg_916	8835	51.4416	5.1442
ctg_1647	3739	25.7213	2.5721
ctg_541	16839	73.5331	7.3533
ctg_1172	24119	133.1106	13.3111
ctg_1722	29450	124.5308	12.4531
ctg_204	49971	106.3649	10.6365
ctg_729	15469	142.0828	14.2083
ctg_2196	33699	78.8753	7.8875
ctg_2231	48757	113.529	11.3529
ctg_1136	58282	14.6542	1.4654
ctg_2207	61043	66.235	6.6235
ctg_405	8071	52.7368	5.2737
ctg_1107	7214	112.7957	11.2796
ctg_1270	45273	51.8873	5.1887
ctg_988	11285	121.1807	12.1181
ctg_1832	5196	22.002	2.2002
ctg_349	44498	85.4898	8.549
ctg_382	56575	101.0496	10.105
ctg_93	42287	126.2141	12.6214
ctg_507	9787	60.6108	6.0611
ctg_2223	41602	104.7601	10.476
ctg_1661	6622	22.4448	2.2445
ctg_2070	52760	30.8688	3.0869
ctg_1611	2223	22.5016	2.2502
ctg_688	14520	27.5524	2.7552
ctg_1727	33184	133.4623	13.3462
ctg_2252	59086	113.3137	11.3314
ctg_2096	2771	106.733	10.6733
ctg_2119	3450	100.3308	10.0331
ctg_1290	42145	46.7961	4.6796
ctg_99	8648	148.3719	14.8372
ctg_639	39031	50.9893	5.0989
ctg_532	13140	55.0567	5.5057
ctg_1497	5924	148.4797	14.848
ctg_336	58429	76.6936	7.6694
ctg_2169	3705	110.76	11.076
ctg_362	45382	92.0629	9.2063
ctg_171	50015	122.9891	12.2989
ctg_522	8933	63.6734	6.3673
ctg_1160	16274	130.1189	13.0119
ctg_518	13576	60.51	6.051
ctg_1026	2501	13.024	1.3024
ctg_1189	5914	22.2204	2.222
ctg_1964	40715	131.1337	13.1134
ctg_2213	56812	116.0842	11.6084
ctg_1240	11792	23.7451	2.3745
ctg_2280	5050	103.0345	10.3034
ctg_1108	50353	13.7855	1.3786
ctg_1746	59270	120.8687	12.0869
ctg_895	4587	14.1904	1.419
ctg_50	54306	60.0032	6.0003
ctg_723	15853	25.9633	2.5963
ctg_1170	34504	164.8006	16.4801
ctg_1469	3151	7.1785	0.7179
ctg_610	6145	61.6871	6.1687
ctg_1418	12718	62.6056	6.2606
ctg_1263	6013	22.0873	2.2087
ctg_1844	6989	20.0052	2.0005
ctg_1101	2839	151.7125	15.1712
ctg_2273	2905	83.1248	8.3125
ctg_579	6394	49.3359	4.9336
ctg_1274	53692	53.0585	5.3058
ctg_1794	5278	18.7486	1.8749
ctg_78	48636	63.9517	6.3952
ctg_2246	46639	153.1544	15.3154
ctg_2146	2052	87.7166	8.7717
ctg_485	20785	60.6559	6.0656
ctg_1099	5724	176.8799	17.688
ctg_787	12294	162.4094	16.2409
ctg_231	49650	90.2118	9.0212
ctg_298	45015	65.3796	6.538
ctg_1646	9403	25.9277	2.5928
ctg_1927	4635	86.889	8.6889
ctg_1577	2881	25.793	2.5793
ctg_2204	16781	67.5051	6.7505
ctg_366	41979	91.7966	9.1797
ctg_852	5170	105.489	10.5489
ctg_1155	48183	164.6088	16.4609
ctg_1835	7983	19.1945	1.9194
ctg_1356	44322	69.8548	6.9855
ctg_1775	47461	103.8867	10.3887
ctg_1588	2120	27.087	2.7087
ctg_175	51570	117.6259	11.7626
ctg_2097	2619	100.5408	10.0541
ctg_176	48541	103.4366	10.3437
ctg_597	12050	51.7716	5.1772
ctg_1902	2284	66.0324	6.6032
ctg_1102	4658	145.7502	14.575
ctg_2175	12116	98.3072	9.8307
ctg_1527	9514	22.5384	2.2538
ctg_68	46997	66.9551	6.6955
ctg_1776	41112	112.976	11.2976
ctg_531	9300	63.3496	6.335
ctg_1589	6756	21.2537	2.1254
ctg_1578	2095	27.3471	2.7347
ctg_383	44243	79.6918	7.9692
ctg_523	5260	46.3688	4.6369
ctg_2157	5815	108.1738	10.8174
ctg_448	7736	56.3629	5.6363
ctg_1006	4238	14.2702	1.427
ctg_675	17051	61.2956	6.1296
ctg_279	60987	89.6268	8.9627
ctg_574	7505	49.9297	4.993
ctg_950	2603	42.261	4.2261
ctg_1915	7258	65.4304	6.543
ctg_1823	5702	19.0115	1.9012
ctg_1221	6179	20.6996	2.07
ctg_1719	54124	107.8652	10.7865
ctg_969	18968	106.5253	10.6525
ctg_2	51685	62.3098	6.231
ctg_1780	50421	138.4684	13.8468
ctg_1795	6122	20.2286	2.0229
ctg_2074	51903	26.7222	2.6722
ctg_546	12196	63.883	6.3883
ctg_389	26224	48.1544	4.8154
ctg_1843	6478	21.6989	2.1699
ctg_914	16904	44.4654	4.4465
ctg_2275	4008	98.8662	9.8866
ctg_1680	5311	87.5495	8.7549
ctg_551	7058	57.8061	5.7806
ctg_1685	8933	90.0418	9.0042
ctg_1383	43124	66.451	6.6451
ctg_1425	18683	69.1062	6.9106
ctg_1950	4595	79.8834	7.9883
ctg_1159	16612	136.0568	13.6057
ctg_1286	46819	55.2613	5.5261
ctg_1261	6400	19.4345	1.9435
ctg_1763	45741	117.692	11.7692
ctg_1223	5599	22.3023	2.2302
ctg_212	25717	97.1457	9.7146
ctg_1936	6498	81.2205	8.1221
ctg_2161	9850	107.6541	10.7654
ctg_1342	49374	77.0202	7.702
ctg_214	52528	89.0341	8.9034
ctg_774	9968	151.6338	15.1634
ctg_2285	7394	108.2866	10.8287
ctg_1820	8686	20.6202	2.062
ctg_2235	40623	92.3984	9.2398
ctg_116	43865	31.4585	3.1458
ctg_794	8263	117.8441	11.7844
ctg_2095	3508	101.1908	10.1191
ctg_795	5646	139.761	13.9761
ctg_1945	2139	88.1186	8.8119
ctg_305	43229	85.0286	8.5029
ctg_472	9534	49.2464	4.9246
ctg_548	5270	60.0501	6.005
ctg_2012	39952	127.5143	12.7514
ctg_455	7865	51.2201	5.122
ctg_2226	51096	111.1215	11.1121
ctg_1811	5665	18.0042	1.8004
ctg_1642	2128	26.8474	2.6847
ctg_1689	5178	74.0746	7.4075
ctg_577	9407	60.232	6.0232
ctg_72	45534	67.7943	6.7794
ctg_2296	7374	93.9464	9.3946
ctg_1697	9473	75.449	7.5449
ctg_1483	4938	6.7847	0.6785
ctg_759	5421	129.9666	12.9967
ctg_1754	46449	107.5104	10.751
ctg_1635	7189	27.9263	2.7926
ctg_1956	2683	85.456	8.5456
ctg_2156	5827	78.6621	7.8662
ctg_1455	18886	7.408	0.7408
ctg_617	6324	64.2753	6.4275
ctg_960	52862	54.9118	5.4912
ctg_2202	22168	58.5863	5.8586
ctg_350	43481	82.5086	8.2509
ctg_2274	6968	98.2337	9.8234
